filename,subject,win_start,win_end
GaCo02_01.txt,GaCo02,10000,10200
GaCo02_01.txt,GaCo02,10100,10300
GaCo02_01.txt,GaCo02,10200,10400
GaCo02_01.txt,GaCo02,10300,10500
GaCo02_01.txt,GaCo02,10400,10600
GaCo02_01.txt,GaCo02,10500,10700
GaCo02_01.txt,GaCo02,10600,10800
GaCo02_01.txt,GaCo02,10700,10900
GaCo02_01.txt,GaCo02,10800,11000
GaCo02_01.txt,GaCo02,10900,11100
GaCo02_01.txt,GaCo02,11000,11200
GaCo02_01.txt,GaCo02,11100,11300
GaCo02_01.txt,GaCo02,11200,11400
GaCo02_01.txt,GaCo02,11300,11500
GaCo02_01.txt,GaCo02,11400,11600
GaCo02_01.txt,GaCo02,11500,11700
GaCo02_01.txt,GaCo02,11600,11800
GaCo02_01.txt,GaCo02,11700,11900
GaCo02_01.txt,GaCo02,11800,12000
GaCo02_01.txt,GaCo02,11900,12100
GaCo02_02.txt,GaCo02,0,200
GaCo02_02.txt,GaCo02,100,300
GaCo02_02.txt,GaCo02,200,400
GaCo02_02.txt,GaCo02,300,500
GaCo02_02.txt,GaCo02,400,600
GaCo02_02.txt,GaCo02,500,700
GaCo02_02.txt,GaCo02,600,800
GaCo02_02.txt,GaCo02,700,900
GaCo02_02.txt,GaCo02,800,1000
GaCo02_02.txt,GaCo02,900,1100
GaCo02_02.txt,GaCo02,1000,1200
GaCo02_02.txt,GaCo02,1100,1300
GaCo02_02.txt,GaCo02,1200,1400
GaCo02_02.txt,GaCo02,1300,1500
GaCo02_02.txt,GaCo02,1400,1600
GaCo02_02.txt,GaCo02,1500,1700
GaCo02_02.txt,GaCo02,1600,1800
GaCo02_02.txt,GaCo02,1700,1900
GaCo02_02.txt,GaCo02,1800,2000
GaCo02_02.txt,GaCo02,1900,2100
GaCo02_02.txt,GaCo02,2000,2200
GaCo02_02.txt,GaCo02,2100,2300
GaCo02_02.txt,GaCo02,2200,2400
GaCo02_02.txt,GaCo02,2300,2500
GaCo02_02.txt,GaCo02,2400,2600
GaCo02_02.txt,GaCo02,2500,2700
GaCo02_02.txt,GaCo02,2600,2800
GaCo02_02.txt,GaCo02,2700,2900
GaCo02_02.txt,GaCo02,2800,3000
GaCo02_02.txt,GaCo02,2900,3100
GaCo02_02.txt,GaCo02,3000,3200
GaCo02_02.txt,GaCo02,3100,3300
GaCo02_02.txt,GaCo02,3200,3400
GaCo02_02.txt,GaCo02,3300,3500
GaCo02_02.txt,GaCo02,3400,3600
GaCo02_02.txt,GaCo02,3500,3700
GaCo02_02.txt,GaCo02,3600,3800
GaCo02_02.txt,GaCo02,3700,3900
GaCo02_02.txt,GaCo02,3800,4000
GaCo02_02.txt,GaCo02,3900,4100
GaCo02_02.txt,GaCo02,4000,4200
GaCo02_02.txt,GaCo02,4100,4300
GaCo02_02.txt,GaCo02,4200,4400
GaCo02_02.txt,GaCo02,4300,4500
GaCo02_02.txt,GaCo02,4400,4600
GaCo02_02.txt,GaCo02,4500,4700
GaCo02_02.txt,GaCo02,4600,4800
GaCo02_02.txt,GaCo02,4700,4900
GaCo02_02.txt,GaCo02,4800,5000
GaCo02_02.txt,GaCo02,4900,5100
GaCo02_02.txt,GaCo02,5000,5200
GaCo02_02.txt,GaCo02,5100,5300
GaCo02_02.txt,GaCo02,5200,5400
GaCo02_02.txt,GaCo02,5300,5500
GaCo02_02.txt,GaCo02,5400,5600
GaCo02_02.txt,GaCo02,5500,5700
GaCo02_02.txt,GaCo02,5600,5800
GaCo02_02.txt,GaCo02,5700,5900
GaCo02_02.txt,GaCo02,5800,6000
GaCo02_02.txt,GaCo02,5900,6100
GaCo02_02.txt,GaCo02,6000,6200
GaCo02_02.txt,GaCo02,6100,6300
GaCo02_02.txt,GaCo02,6200,6400
GaCo02_02.txt,GaCo02,6300,6500
GaCo02_02.txt,GaCo02,6400,6600
GaCo02_02.txt,GaCo02,6500,6700
GaCo02_02.txt,GaCo02,6600,6800
GaCo02_02.txt,GaCo02,6700,6900
GaCo02_02.txt,GaCo02,6800,7000
GaCo02_02.txt,GaCo02,6900,7100
GaCo02_02.txt,GaCo02,7000,7200
GaCo02_02.txt,GaCo02,7100,7300
GaCo02_02.txt,GaCo02,7200,7400
GaCo02_02.txt,GaCo02,7300,7500
GaCo02_02.txt,GaCo02,7400,7600
GaCo02_02.txt,GaCo02,7500,7700
GaCo02_02.txt,GaCo02,7600,7800
GaCo02_02.txt,GaCo02,7700,7900
GaCo02_02.txt,GaCo02,7800,8000
GaCo02_02.txt,GaCo02,7900,8100
GaCo02_02.txt,GaCo02,8000,8200
GaCo02_02.txt,GaCo02,8100,8300
GaCo02_02.txt,GaCo02,8200,8400
GaCo02_02.txt,GaCo02,8300,8500
GaCo02_02.txt,GaCo02,8400,8600
GaCo02_02.txt,GaCo02,8500,8700
GaCo02_02.txt,GaCo02,8600,8800
GaCo02_02.txt,GaCo02,8700,8900
GaCo02_02.txt,GaCo02,8800,9000
GaCo02_02.txt,GaCo02,8900,9100
GaCo02_02.txt,GaCo02,9000,9200
GaCo02_02.txt,GaCo02,9100,9300
GaCo02_02.txt,GaCo02,9200,9400
GaCo02_02.txt,GaCo02,9300,9500
GaCo02_02.txt,GaCo02,9400,9600
GaCo02_02.txt,GaCo02,9500,9700
GaCo02_02.txt,GaCo02,9600,9800
GaCo02_02.txt,GaCo02,9700,9900
GaCo02_02.txt,GaCo02,9800,10000
GaCo02_02.txt,GaCo02,9900,10100
GaCo02_02.txt,GaCo02,10000,10200
GaCo02_02.txt,GaCo02,10100,10300
GaCo02_02.txt,GaCo02,10200,10400
GaCo02_02.txt,GaCo02,10300,10500
GaCo02_02.txt,GaCo02,10400,10600
GaCo02_02.txt,GaCo02,10500,10700
GaCo02_02.txt,GaCo02,10600,10800
GaCo02_02.txt,GaCo02,10700,10900
GaCo02_02.txt,GaCo02,10800,11000
GaCo02_02.txt,GaCo02,10900,11100
GaCo02_02.txt,GaCo02,11000,11200
GaCo02_02.txt,GaCo02,11100,11300
GaCo02_02.txt,GaCo02,11200,11400
GaCo02_02.txt,GaCo02,11300,11500
GaCo02_02.txt,GaCo02,11400,11600
GaCo02_02.txt,GaCo02,11500,11700
GaCo02_02.txt,GaCo02,11600,11800
GaCo02_02.txt,GaCo02,11700,11900
GaCo02_02.txt,GaCo02,11800,12000
GaCo02_02.txt,GaCo02,11900,12100
GaCo03_01.txt,GaCo03,0,200
GaCo03_01.txt,GaCo03,100,300
GaCo03_01.txt,GaCo03,200,400
GaCo03_01.txt,GaCo03,300,500
GaCo03_01.txt,GaCo03,400,600
GaCo03_01.txt,GaCo03,500,700
GaCo03_01.txt,GaCo03,600,800
GaCo03_01.txt,GaCo03,700,900
GaCo03_01.txt,GaCo03,800,1000
GaCo03_01.txt,GaCo03,900,1100
GaCo03_01.txt,GaCo03,1000,1200
GaCo03_01.txt,GaCo03,1100,1300
GaCo03_01.txt,GaCo03,1200,1400
GaCo03_01.txt,GaCo03,1300,1500
GaCo03_01.txt,GaCo03,1400,1600
GaCo03_01.txt,GaCo03,1500,1700
GaCo03_01.txt,GaCo03,1600,1800
GaCo03_01.txt,GaCo03,1700,1900
GaCo03_01.txt,GaCo03,1800,2000
GaCo03_01.txt,GaCo03,1900,2100
GaCo03_01.txt,GaCo03,2000,2200
GaCo03_01.txt,GaCo03,2100,2300
GaCo03_01.txt,GaCo03,2200,2400
GaCo03_01.txt,GaCo03,2300,2500
GaCo03_01.txt,GaCo03,2400,2600
GaCo03_01.txt,GaCo03,2500,2700
GaCo03_01.txt,GaCo03,2600,2800
GaCo03_01.txt,GaCo03,2700,2900
GaCo03_01.txt,GaCo03,2800,3000
GaCo03_01.txt,GaCo03,2900,3100
GaCo03_01.txt,GaCo03,3000,3200
GaCo03_01.txt,GaCo03,3100,3300
GaCo03_01.txt,GaCo03,3200,3400
GaCo03_01.txt,GaCo03,3300,3500
GaCo03_01.txt,GaCo03,3400,3600
GaCo03_01.txt,GaCo03,3500,3700
GaCo03_01.txt,GaCo03,3600,3800
GaCo03_01.txt,GaCo03,3700,3900
GaCo03_01.txt,GaCo03,3800,4000
GaCo03_01.txt,GaCo03,3900,4100
GaCo03_01.txt,GaCo03,4000,4200
GaCo03_01.txt,GaCo03,4100,4300
GaCo03_01.txt,GaCo03,4200,4400
GaCo03_01.txt,GaCo03,4300,4500
GaCo03_01.txt,GaCo03,4400,4600
GaCo03_01.txt,GaCo03,4500,4700
GaCo03_01.txt,GaCo03,4600,4800
GaCo03_01.txt,GaCo03,4700,4900
GaCo03_01.txt,GaCo03,4800,5000
GaCo03_01.txt,GaCo03,4900,5100
GaCo03_01.txt,GaCo03,5000,5200
GaCo03_01.txt,GaCo03,5100,5300
GaCo03_01.txt,GaCo03,5200,5400
GaCo03_01.txt,GaCo03,5300,5500
GaCo03_01.txt,GaCo03,5400,5600
GaCo03_01.txt,GaCo03,5500,5700
GaCo03_01.txt,GaCo03,5600,5800
GaCo03_01.txt,GaCo03,5700,5900
GaCo03_01.txt,GaCo03,5800,6000
GaCo03_01.txt,GaCo03,5900,6100
GaCo03_01.txt,GaCo03,6000,6200
GaCo03_01.txt,GaCo03,6100,6300
GaCo03_01.txt,GaCo03,6200,6400
GaCo03_01.txt,GaCo03,6300,6500
GaCo03_01.txt,GaCo03,6400,6600
GaCo03_01.txt,GaCo03,6500,6700
GaCo03_01.txt,GaCo03,6600,6800
GaCo03_01.txt,GaCo03,6700,6900
GaCo03_01.txt,GaCo03,6800,7000
GaCo03_01.txt,GaCo03,6900,7100
GaCo03_01.txt,GaCo03,7000,7200
GaCo03_01.txt,GaCo03,7100,7300
GaCo03_01.txt,GaCo03,7200,7400
GaCo03_01.txt,GaCo03,7300,7500
GaCo03_01.txt,GaCo03,7400,7600
GaCo03_01.txt,GaCo03,7500,7700
GaCo03_01.txt,GaCo03,7600,7800
GaCo03_01.txt,GaCo03,7700,7900
GaCo03_01.txt,GaCo03,7800,8000
GaCo03_01.txt,GaCo03,7900,8100
GaCo03_01.txt,GaCo03,8000,8200
GaCo03_01.txt,GaCo03,8100,8300
GaCo03_01.txt,GaCo03,8200,8400
GaCo03_01.txt,GaCo03,8300,8500
GaCo03_01.txt,GaCo03,8400,8600
GaCo03_01.txt,GaCo03,8500,8700
GaCo03_01.txt,GaCo03,8600,8800
GaCo03_01.txt,GaCo03,8700,8900
GaCo03_01.txt,GaCo03,8800,9000
GaCo03_01.txt,GaCo03,8900,9100
GaCo03_01.txt,GaCo03,9000,9200
GaCo03_01.txt,GaCo03,9100,9300
GaCo03_01.txt,GaCo03,9200,9400
GaCo03_01.txt,GaCo03,9300,9500
GaCo03_01.txt,GaCo03,9400,9600
GaCo03_01.txt,GaCo03,9500,9700
GaCo03_01.txt,GaCo03,9600,9800
GaCo03_01.txt,GaCo03,9700,9900
GaCo03_01.txt,GaCo03,9800,10000
GaCo03_01.txt,GaCo03,9900,10100
GaCo03_01.txt,GaCo03,10000,10200
GaCo03_01.txt,GaCo03,10100,10300
GaCo03_01.txt,GaCo03,10200,10400
GaCo03_01.txt,GaCo03,10300,10500
GaCo03_01.txt,GaCo03,10400,10600
GaCo03_01.txt,GaCo03,10500,10700
GaCo03_01.txt,GaCo03,10600,10800
GaCo03_01.txt,GaCo03,10700,10900
GaCo03_01.txt,GaCo03,10800,11000
GaCo03_01.txt,GaCo03,10900,11100
GaCo03_01.txt,GaCo03,11000,11200
GaCo03_01.txt,GaCo03,11100,11300
GaCo03_01.txt,GaCo03,11200,11400
GaCo03_01.txt,GaCo03,11300,11500
GaCo03_01.txt,GaCo03,11400,11600
GaCo03_01.txt,GaCo03,11500,11700
GaCo03_01.txt,GaCo03,11600,11800
GaCo03_01.txt,GaCo03,11700,11900
GaCo03_01.txt,GaCo03,11800,12000
GaCo03_01.txt,GaCo03,11900,12100
GaCo03_02.txt,GaCo03,0,200
GaCo03_02.txt,GaCo03,100,300
GaCo03_02.txt,GaCo03,200,400
GaCo03_02.txt,GaCo03,300,500
GaCo03_02.txt,GaCo03,400,600
GaCo03_02.txt,GaCo03,500,700
GaCo03_02.txt,GaCo03,600,800
GaCo03_02.txt,GaCo03,700,900
GaCo03_02.txt,GaCo03,800,1000
GaCo03_02.txt,GaCo03,900,1100
GaCo03_02.txt,GaCo03,1000,1200
GaCo03_02.txt,GaCo03,1100,1300
GaCo03_02.txt,GaCo03,1200,1400
GaCo03_02.txt,GaCo03,1300,1500
GaCo03_02.txt,GaCo03,1400,1600
GaCo03_02.txt,GaCo03,1500,1700
GaCo03_02.txt,GaCo03,1600,1800
GaCo03_02.txt,GaCo03,1700,1900
GaCo03_02.txt,GaCo03,1800,2000
GaCo03_02.txt,GaCo03,1900,2100
GaCo03_02.txt,GaCo03,2000,2200
GaCo03_02.txt,GaCo03,2100,2300
GaCo03_02.txt,GaCo03,2200,2400
GaCo03_02.txt,GaCo03,2300,2500
GaCo03_02.txt,GaCo03,2400,2600
GaCo03_02.txt,GaCo03,2500,2700
GaCo03_02.txt,GaCo03,2600,2800
GaCo03_02.txt,GaCo03,2700,2900
GaCo03_02.txt,GaCo03,2800,3000
GaCo03_02.txt,GaCo03,2900,3100
GaCo03_02.txt,GaCo03,3000,3200
GaCo03_02.txt,GaCo03,3100,3300
GaCo03_02.txt,GaCo03,3200,3400
GaCo03_02.txt,GaCo03,3300,3500
GaCo03_02.txt,GaCo03,3400,3600
GaCo03_02.txt,GaCo03,3500,3700
GaCo03_02.txt,GaCo03,3600,3800
GaCo03_02.txt,GaCo03,3700,3900
GaCo03_02.txt,GaCo03,3800,4000
GaCo03_02.txt,GaCo03,3900,4100
GaCo03_02.txt,GaCo03,4000,4200
GaCo03_02.txt,GaCo03,4100,4300
GaCo03_02.txt,GaCo03,4200,4400
GaCo03_02.txt,GaCo03,4300,4500
GaCo03_02.txt,GaCo03,4400,4600
GaCo03_02.txt,GaCo03,4500,4700
GaCo03_02.txt,GaCo03,4600,4800
GaCo03_02.txt,GaCo03,4700,4900
GaCo03_02.txt,GaCo03,4800,5000
GaCo03_02.txt,GaCo03,4900,5100
GaCo03_02.txt,GaCo03,5000,5200
GaCo03_02.txt,GaCo03,5100,5300
GaCo03_02.txt,GaCo03,5200,5400
GaCo03_02.txt,GaCo03,5300,5500
GaCo03_02.txt,GaCo03,5400,5600
GaCo03_02.txt,GaCo03,5500,5700
GaCo03_02.txt,GaCo03,5600,5800
GaCo03_02.txt,GaCo03,5700,5900
GaCo03_02.txt,GaCo03,5800,6000
GaCo03_02.txt,GaCo03,5900,6100
GaCo03_02.txt,GaCo03,6000,6200
GaCo03_02.txt,GaCo03,6100,6300
GaCo03_02.txt,GaCo03,6200,6400
GaCo03_02.txt,GaCo03,6300,6500
GaCo03_02.txt,GaCo03,6400,6600
GaCo03_02.txt,GaCo03,6500,6700
GaCo03_02.txt,GaCo03,6600,6800
GaCo03_02.txt,GaCo03,6700,6900
GaCo03_02.txt,GaCo03,6800,7000
GaCo03_02.txt,GaCo03,6900,7100
GaCo03_02.txt,GaCo03,7000,7200
GaCo03_02.txt,GaCo03,7100,7300
GaCo03_02.txt,GaCo03,7200,7400
GaCo03_02.txt,GaCo03,7300,7500
GaCo03_02.txt,GaCo03,7400,7600
GaCo03_02.txt,GaCo03,7500,7700
GaCo03_02.txt,GaCo03,7600,7800
GaCo03_02.txt,GaCo03,7700,7900
GaCo03_02.txt,GaCo03,7800,8000
GaCo03_02.txt,GaCo03,7900,8100
GaCo03_02.txt,GaCo03,8000,8200
GaCo03_02.txt,GaCo03,8100,8300
GaCo03_02.txt,GaCo03,8200,8400
GaCo03_02.txt,GaCo03,8300,8500
GaCo03_02.txt,GaCo03,8400,8600
GaCo03_02.txt,GaCo03,8500,8700
GaCo03_02.txt,GaCo03,8600,8800
GaCo03_02.txt,GaCo03,8700,8900
GaCo03_02.txt,GaCo03,8800,9000
GaCo03_02.txt,GaCo03,8900,9100
GaCo03_02.txt,GaCo03,9000,9200
GaCo03_02.txt,GaCo03,9100,9300
GaCo03_02.txt,GaCo03,9200,9400
GaCo03_02.txt,GaCo03,9300,9500
GaCo03_02.txt,GaCo03,9400,9600
GaCo03_02.txt,GaCo03,9500,9700
GaCo03_02.txt,GaCo03,9600,9800
GaCo03_02.txt,GaCo03,9700,9900
GaCo03_02.txt,GaCo03,9800,10000
GaCo03_02.txt,GaCo03,9900,10100
GaCo03_02.txt,GaCo03,10000,10200
GaCo03_02.txt,GaCo03,10100,10300
GaCo03_02.txt,GaCo03,10200,10400
GaCo03_02.txt,GaCo03,10300,10500
GaCo03_02.txt,GaCo03,10400,10600
GaCo03_02.txt,GaCo03,10500,10700
GaCo03_02.txt,GaCo03,10600,10800
GaCo03_02.txt,GaCo03,10700,10900
GaCo03_02.txt,GaCo03,10800,11000
GaCo03_02.txt,GaCo03,10900,11100
GaCo03_02.txt,GaCo03,11000,11200
GaCo03_02.txt,GaCo03,11100,11300
GaCo03_02.txt,GaCo03,11200,11400
GaCo03_02.txt,GaCo03,11300,11500
GaCo03_02.txt,GaCo03,11400,11600
GaCo03_02.txt,GaCo03,11500,11700
GaCo03_02.txt,GaCo03,11600,11800
GaCo03_02.txt,GaCo03,11700,11900
GaCo03_02.txt,GaCo03,11800,12000
GaCo03_02.txt,GaCo03,11900,12100
GaCo04_01.txt,GaCo04,0,200
GaCo04_01.txt,GaCo04,100,300
GaCo04_01.txt,GaCo04,200,400
GaCo04_01.txt,GaCo04,300,500
GaCo04_01.txt,GaCo04,400,600
GaCo04_01.txt,GaCo04,500,700
GaCo04_01.txt,GaCo04,600,800
GaCo04_01.txt,GaCo04,700,900
GaCo04_01.txt,GaCo04,800,1000
GaCo04_01.txt,GaCo04,900,1100
GaCo04_01.txt,GaCo04,1000,1200
GaCo04_01.txt,GaCo04,1100,1300
